node,seq,send,sink,response,delay
8,29,307.418,307.447,307.472,0.053999999999973625
8,30,316.746,316.751,316.782,0.036000000000001364
8,31,326.006,326.011,326.054,0.04800000000000182
8,32,336.592,336.61,336.62,0.02800000000002001
8,33,346.425,346.449,346.486,0.06099999999997863
9,0,19.963,19.994,20.001,0.038000000000000256
9,1,30.666,30.682,30.699,0.03300000000000125
9,2,39.743,39.788,39.815,0.07199999999999562
9,3,49.811,49.882,49.892,0.08100000000000307
9,4,58.823,58.841,58.881,0.05799999999999983
9,5,68.264,68.303,68.343,0.07900000000000773
9,6,77.394,77.439,77.47800000000001,0.08400000000000318
9,7,86.531,86.568,86.594,0.06299999999998818
9,8,95.59,95.63300000000001,95.675,0.08499999999999375
9,9,104.656,104.688,104.72399999999999,0.06799999999998363
9,10,113.821,113.85900000000001,113.874,0.05299999999999727
9,11,123.734,123.748,123.767,0.03300000000000125
9,12,134.151,134.184,134.19,0.03899999999998727
9,13,143.244,143.257,143.293,0.049000000000006594
9,14,153.945,153.99,154.025,0.0800000000000125
9,15,163.341,163.346,163.357,0.015999999999991132
9,16,174.1,174.118,174.129,0.028999999999996362
9,17,183.388,183.397,183.408,0.01999999999998181
9,18,193.417,193.424,193.464,0.046999999999997044
9,19,204.136,204.174,204.211,0.07500000000001705
9,20,213.231,213.252,213.266,0.03499999999999659
9,21,222.847,222.883,222.928,0.08099999999998886
9,22,233.038,233.077,233.12,0.08199999999999363
9,23,242.148,242.182,242.19,0.04200000000000159
9,24,251.999,252.036,252.049,0.05000000000001137
9,25,261.252,261.279,261.314,0.06200000000001182
9,26,271.344,271.349,271.381,0.03699999999997772
9,27,281.152,281.177,281.197,0.045000000000015916
9,28,291.927,291.961,292.002,0.07499999999998863
9,29,302.317,302.358,302.382,0.06499999999999773
9,30,311.434,311.469,311.478,0.04399999999998272
9,31,321.872,321.907,321.937,0.06499999999999773
9,32,331.015,331.051,331.057,0.04200000000003001
9,33,340.155,340.18399999999997,340.222,0.06700000000000728
9,34,349.827,349.871,349.879,0.05200000000002092
10,0,40.123,40.168,40.237,0.11400000000000432
10,1,49.825,49.863,49.964,0.1389999999999958
10,2,59.257,59.328,59.383,0.12600000000000477
10,3,68.83500000000001,68.883,68.938,0.10299999999999443
10,4,78.791,78.848,78.913,0.12199999999999989
10,5,88.745,88.804,88.831,0.08599999999999852
10,6,98.451,98.489,98.553,0.10200000000000387
10,7,109.434,109.499,109.565,0.13100000000000023
10,8,120.042,120.059,120.122,0.0799999999999983
10,9,130.546,130.583,130.596,0.05000000000001137
10,10,140.649,140.694,140.739,0.09000000000000341
10,11,150.89600000000002,150.924,150.963,0.06699999999997885
10,12,160.412,160.446,160.499,0.08699999999998909
10,13,169.546,169.602,169.644,0.09800000000001319
10,14,179.105,179.168,179.221,0.11600000000001387
10,15,189.041,189.105,189.182,0.14099999999999113
10,16,198.496,198.525,198.584,0.08799999999999386
10,17,209.46699999999998,209.525,209.567,0.10000000000002274
10,18,218.546,218.584,218.617,0.07099999999999795
10,19,227.654,227.72899999999998,227.778,0.12399999999999523
10,20,238.105,238.18,238.231,0.12600000000000477
10,21,248.015,248.069,248.111,0.09600000000000364
10,22,258.276,258.309,258.37,0.09399999999999409
10,23,268.463,268.508,268.528,0.06499999999999773
10,24,279.398,279.415,279.446,0.04800000000000182
10,25,288.74,288.774,288.85,0.11000000000001364
10,26,298.415,298.479,298.511,0.09600000000000364
10,27,308.817,308.866,308.947,0.12999999999999545
10,28,318.309,318.323,318.345,0.036000000000001364
10,29,329.283,329.337,329.358,0.07499999999998863
10,30,338.388,338.435,338.481,0.09300000000001774
10,31,349.053,349.094,349.124,0.07100000000002638
11,0,34.418,,,
11,1,43.861,,,
11,2,53.066,,,
11,3,63.605,,,
11,4,73.382,,,
11,5,82.467,,,
11,6,93.01599999999999,,,
11,7,102.955,,,
11,8,112.34100000000001,,,
11,9,122.814,,,
11,10,132.66,,,
11,11,142.14600000000002,,,
11,12,151.47899999999998,,,
11,13,160.838,,,
11,14,170.501,,,
11,15,179.882,,,
11,16,189.902,,,
11,17,200.755,,,
11,18,210.376,,,
11,19,220.371,,,
11,20,230.698,,,
11,21,241.611,,,
11,22,252.36599999999999,,,
11,23,263.275,,,
11,24,273.263,,,
11,25,282.861,,,
11,26,292.811,,,
11,27,302.509,,,
11,28,313.39,,,
11,29,323.282,,,
11,30,333.743,,,
11,31,344.0,,,
11,32,353.65999999999997,,,
12,0,37.135,37.189,37.268,0.13300000000000267
12,1,46.529,46.588,46.637,0.10799999999999699
12,2,56.698,56.727,56.757,0.0589999999999975
12,3,66.291,66.337,66.39,0.09900000000000375
12,4,76.464,76.506,76.52,0.055999999999997385
12,5,86.888,86.938,87.006,0.117999999999995
12,6,97.02799999999999,97.081,97.156,0.12800000000001432
12,7,107.36500000000001,107.422,107.48599999999999,0.1209999999999809
12,8,117.479,117.512,117.572,0.09300000000000352
12,9,126.902,126.923,126.973,0.07099999999999795
12,10,136.27100000000002,136.344,136.381,0.10999999999998522
12,11,145.713,145.792,145.808,0.09499999999999886
12,12,155.404,155.45600000000002,155.513,0.10900000000000887
12,13,166.324,166.372,166.386,0.0619999999999834
12,14,176.179,176.25900000000001,176.313,0.13399999999998613
12,15,186.508,186.581,186.628,0.11999999999997613
12,16,197.006,197.065,197.11599999999999,0.10999999999998522
12,17,206.088,206.139,206.168,0.0800000000000125
12,18,216.751,216.81799999999998,216.84199999999998,0.09099999999997976
12,19,226.962,226.995,227.055,0.09300000000001774
12,20,236.263,236.321,236.372,0.10900000000000887
12,21,246.983,247.00900000000001,247.052,0.0689999999999884
12,22,257.769,257.84,257.9,0.1309999999999718
12,23,268.227,268.264,268.306,0.07900000000000773
12,24,278.511,278.54200000000003,278.571,0.060000000000002274
12,25,287.624,287.673,287.713,0.08899999999999864
12,26,297.313,297.342,297.385,0.07200000000000273
12,27,307.032,307.108,307.133,0.10099999999999909
12,28,317.153,317.172,317.198,0.04499999999995907
12,29,326.995,327.035,327.122,0.12700000000000955
12,30,336.912,336.956,337.041,0.1290000000000191
12,31,347.702,347.729,347.788,0.08600000000001273
