node,rank,time
1,128,3.499
1,128,3.499
1,128,3.499
1,128,8.856
1,128,8.856
1,128,8.856
1,128,27.567
1,128,27.567
1,128,27.567
1,128,54.431
1,128,54.431
1,128,54.431
1,128,101.631
1,128,101.631
1,128,101.631
1,128,202.99099999999999
1,128,202.99099999999999
1,128,202.99099999999999
9,65535,4.326
9,65535,5.922
9,65535,9.92
9,65535,12.654
9,333,18.596
9,333,18.596
9,325,25.565
9,325,25.565
9,311,42.078
9,311,42.078
9,300,63.069
9,300,63.069
9,283,102.765
9,280,115.169
9,280,115.169
9,280,150.015
9,274,208.632
9,283,234.733
9,283,234.733
9,277,255.623
2,65535,5.185
2,65535,7.127
2,65535,11.006
2,65535,11.966
2,326,19.32
2,326,19.32
2,319,26.878
2,319,26.878
2,301,39.93
2,301,39.93
2,261,70.039
2,261,70.039
2,256,134.946
2,256,134.946
2,256,216.505
2,256,216.505
8,65535,7.312
8,65535,9.359
8,65535,12.641
8,65535,13.922
8,299,18.734
8,299,18.734
8,294,28.26
8,294,28.26
8,290,37.073
8,290,37.073
8,280,67.932
8,280,67.932
8,268,116.57
8,266,131.3
8,266,131.3
8,259,196.088
8,256,241.459
8,256,259.473
8,256,259.473
12,65535,20.865
12,65535,22.253
12,65535,22.32
12,65535,24.748
12,490,31.41
12,490,31.41
12,485,37.848
12,485,37.848
12,467,42.878
12,467,42.878
12,459,48.248
12,459,48.248
12,439,64.123
12,439,64.123
12,389,86.22200000000001
12,389,86.22200000000001
12,388,152.511
12,388,152.511
12,384,272.193
12,384,272.193
7,65535,32.111
7,65535,34.897
7,65535,37.502
7,65535,41.064
7,660,48.406
7,660,48.406
7,660,48.406
7,660,48.406
7,660,48.406
7,652,54.396
7,652,54.396
7,652,54.396
7,652,54.396
7,652,54.396
7,584,72.899
7,584,72.899
7,584,72.899
7,584,72.899
7,584,72.899
7,517,96.417
7,517,96.417
7,517,96.417
7,517,96.417
7,517,96.417
7,517,101.40899999999999
7,517,143.226
7,517,143.226
7,517,143.226
7,517,143.226
7,517,143.226
7,516,209.213
7,521,275.856
7,521,275.856
7,521,275.856
7,521,275.856
7,521,275.856
11,65535,50.338
11,65535,50.582
11,65535,53.626
11,65535,54.556
11,864,62.349000000000004
11,864,62.349000000000004
11,864,62.349000000000004
11,864,62.349000000000004
11,864,65.297
11,855,69.01
11,855,69.01
11,855,69.01
11,855,69.01
11,855,69.277
11,855,72.862
11,787,73.812
11,436,76.179
11,436,76.179
11,436,76.179
11,436,76.179
11,425,91.322
11,425,91.322
11,425,91.322
11,425,91.322
11,409,125.818
11,409,125.818
11,409,125.818
11,409,125.818
11,409,128.715
11,395,189.644
11,395,189.644
11,395,189.644
11,395,189.644
11,392,215.583
11,385,281.187
11,384,294.093
11,384,294.093
11,384,294.093
11,384,294.093
4,65535,51.646
4,65535,54.424
4,65535,56.312
4,65535,58.828
4,852,64.359
4,852,64.359
4,844,71.45400000000001
4,844,71.45400000000001
4,769,84.52
4,769,84.52
4,685,118.03
4,685,118.03
4,667,159.288
4,664,175.881
4,664,175.881
4,650,262.235
4,665,277.966
4,665,277.966
6,256,51.816
6,256,54.914
6,256,58.794
6,256,59.284
6,256,65.071
6,256,65.071
6,256,65.071
6,256,65.071
6,256,65.071
6,256,71.527
6,256,71.527
6,256,71.527
6,256,71.527
6,256,71.527
6,256,74.391
6,256,75.797
6,256,76.792
6,256,80.5
6,256,80.738
6,256,81.011
6,256,84.711
6,256,84.82300000000001
6,256,85.2
6,256,87.021
6,256,87.021
6,256,87.021
6,256,87.021
6,256,87.021
6,256,90.53999999999999
6,256,91.315
6,256,94.256
6,256,95.239
6,256,100.038
6,256,100.98599999999999
6,256,104.729
6,256,105.874
6,256,109.84100000000001
6,256,110.961
6,256,114.372
6,256,116.112
6,256,119.638
6,256,120.446
6,256,120.446
6,256,120.446
6,256,120.446
6,256,120.446
6,256,120.873
6,256,124.201
6,256,126.333
6,256,130.028
6,256,131.807
6,256,133.794
6,256,135.437
6,256,139.4
6,256,142.84
6,256,143.495
6,256,146.298
6,256,148.541
6,256,153.401
6,256,154.124
6,256,156.936
6,256,158.877
6,256,162.505
6,256,164.052
6,256,167.137
6,256,169.707
6,256,172.075
6,256,173.461
6,256,173.461
6,256,173.461
6,256,173.461
6,256,173.461
6,256,174.938
6,256,177.004
6,256,179.516
6,256,182.333
6,256,184.782
6,256,187.494
6,256,188.718
6,256,192.60399999999998
6,256,195.508
6,256,197.792
6,256,198.143
6,256,201.626
6,256,206.369
6,256,207.101
6,256,209.10399999999998
6,256,212.28199999999998
6,256,216.297
6,256,216.421
6,256,219.13400000000001
6,256,221.71800000000002
6,256,226.072
6,256,226.678
6,256,229.602
6,256,232.707
6,256,235.439
6,256,236.549
6,256,239.251
6,256,241.77
6,256,245.515
6,256,246.003
6,256,248.414
6,256,250.906
6,256,255.356
6,256,256.381
6,256,257.799
6,256,261.359
6,256,265.387
6,256,266.247
6,256,268.137
6,256,271.236
6,256,274.826
6,256,276.771
6,256,278.028
6,256,281.491
6,256,283.647
6,256,283.647
6,256,283.647
6,256,283.647
6,256,283.647
6,256,284.872
6,256,286.998
6,256,287.648
6,256,291.686
6,256,294.84000000000003
6,256,296.651
6,256,297.928
6,256,302.585
6,256,305.679
6,256,305.959
6,256,308.83
6,256,311.969
6,256,315.853
6,256,316.255
6,256,319.321
6,256,321.63
6,256,325.004
6,256,326.234
3,65535,52.284
3,65535,52.725
3,65535,52.764
3,65535,53.816
3,858,62.714
3,858,62.714
3,858,62.714
3,858,62.714
3,858,66.915
3,858,69.559
3,858,70.229
3,858,70.229
3,858,70.229
3,858,70.229
3,858,70.483
3,850,71.975
3,429,85.123
3,429,85.123
3,429,85.123
3,429,85.123
3,416,119.084
3,416,119.084
3,416,119.084
3,416,119.084
3,403,154.815
3,401,161.122
3,401,161.122
3,401,161.122
3,401,161.122
3,391,221.107
3,388,256.891
3,388,256.891
3,388,256.891
3,388,256.891
3,386,272.427
5,65535,63.414
5,65535,63.695
5,65535,67.349
5,65535,67.983
5,65535,70.547
5,65535,73.951
5,65535,76.575
5,427,83.931
5,427,83.931
5,427,83.931
5,427,83.931
5,422,91.219
5,422,91.219
5,422,91.219
5,422,91.219
5,414,108.965
5,414,108.965
5,414,108.965
5,414,108.965
5,408,131.351
5,408,131.351
5,408,131.351
5,408,131.351
5,396,184.919
5,393,198.975
5,393,198.975
5,393,198.975
5,393,198.975
5,384,289.089
5,384,315.743
5,384,315.743
5,384,315.743
5,384,315.743
10,65535,65.165
10,65535,68.405
10,65535,71.349
10,65535,73.61
10,65535,75.264
10,459,87.694
10,459,87.694
10,459,87.694
10,451,94.78
10,451,94.78
10,451,94.78
10,444,109.864
10,444,109.864
10,444,109.864
10,432,131.37
10,432,131.37
10,432,131.37
10,418,154.954
10,415,207.256
