node,seq,send,sink,response,delay
2,0,35.823,35.896,35.944,0.12100000000000222
2,1,44.928,45.008,45.045,0.11700000000000443
2,2,55.424,55.472,55.531,0.10699999999999932
2,3,64.432,64.465,64.524,0.09199999999999875
2,4,74.054,74.115,74.167,0.11299999999999955
2,5,84.166,84.212,84.23400000000001,0.06800000000001205
2,6,93.898,93.939,94.003,0.10500000000000398
2,7,102.934,102.962,103.006,0.07200000000000273
2,8,113.31700000000001,113.33,113.342,0.024999999999991473
2,9,123.013,123.044,123.088,0.07499999999998863
2,10,133.60399999999998,133.675,133.72,0.11600000000001387
2,11,143.368,143.422,143.49,0.1220000000000141
2,12,154.355,154.4,154.421,0.0660000000000025
2,13,163.666,163.748,163.81900000000002,0.15300000000002
2,14,173.3,173.325,173.363,0.06299999999998818
2,15,182.92,182.944,182.961,0.04100000000002524
2,16,192.95,192.994,193.062,0.11200000000002319
2,17,203.599,203.655,203.689,0.09000000000000341
2,18,214.09300000000002,214.15800000000002,214.222,0.12899999999999068
2,19,224.863,224.906,224.985,0.1220000000000141
2,20,234.724,234.752,234.823,0.09900000000001796
2,21,245.632,245.699,245.746,0.11400000000000432
2,22,255.749,255.818,255.862,0.11299999999999955
2,23,265.038,265.109,265.19,0.1519999999999868
2,24,275.013,275.052,275.112,0.09900000000004638
2,25,285.723,285.765,285.796,0.07299999999997908
2,26,295.89,295.929,295.991,0.10099999999999909
2,27,305.22,305.274,305.337,0.1169999999999618
2,28,314.599,314.671,314.696,0.09700000000003683
3,0,72.242,72.341,72.457,0.2149999999999892
3,1,83.071,83.21600000000001,83.343,0.27200000000000557
3,2,92.68299999999999,92.824,92.94800000000001,0.2650000000000148
3,3,102.637,102.726,102.837,0.20000000000000284
3,4,112.066,112.223,112.338,0.27199999999999136
3,5,121.102,121.225,121.307,0.2049999999999983
3,6,132.01,132.117,132.201,0.1910000000000025
3,7,141.022,141.156,141.278,0.2560000000000002
3,8,151.051,151.094,151.22899999999998,0.17799999999999727
3,9,161.768,161.86,161.96699999999998,0.19899999999998386
3,10,171.016,171.10399999999998,171.237,0.22100000000000364
3,11,181.381,181.466,181.547,0.16599999999999682
3,12,190.829,190.919,191.03,0.2009999999999934
3,13,200.025,200.131,200.27100000000002,0.24600000000000932
3,14,210.947,211.083,211.179,0.23199999999999932
3,15,220.765,220.872,220.977,0.2120000000000175
3,16,230.624,230.71800000000002,230.846,0.2220000000000084
3,17,239.699,239.804,239.89600000000002,0.19700000000000273
3,18,250.633,250.718,250.844,0.2109999999999843
3,19,260.721,260.787,260.907,0.18599999999997863
3,20,269.878,269.995,270.095,0.21700000000004138
3,21,279.279,279.375,279.446,0.16700000000003
3,22,289.174,289.31,289.411,0.2370000000000232
3,23,300.109,300.193,300.297,0.18800000000004502
3,24,309.85699999999997,309.953,310.058,0.20100000000002183
4,0,57.785,57.843,57.946,0.16100000000000136
4,1,66.929,67.011,67.047,0.117999999999995
4,2,77.755,77.818,77.877,0.12199999999999989
4,3,87.23400000000001,87.336,87.436,0.20199999999999818
4,4,98.07,98.161,98.207,0.13700000000000045
4,5,107.75399999999999,107.828,107.881,0.12700000000000955
4,6,117.453,117.473,117.538,0.08499999999999375
4,7,128.034,128.115,128.223,0.18900000000002137
4,8,137.936,137.976,138.065,0.12899999999999068
4,9,148.818,148.921,149.035,0.21699999999998454
4,10,158.21699999999998,158.327,158.418,0.20100000000002183
4,11,168.469,168.524,168.635,0.16599999999999682
4,12,177.99099999999999,178.046,178.095,0.10400000000001342
4,13,188.722,188.789,188.845,0.12299999999999045
4,14,197.799,197.869,197.963,0.16399999999998727
4,15,207.438,207.512,207.565,0.12700000000000955
4,16,216.614,216.704,216.75,0.13599999999999568
4,17,227.439,227.502,227.56799999999998,0.12899999999999068
4,18,237.105,237.159,237.254,0.1490000000000009
4,19,247.807,247.894,248.081,0.2740000000000009
4,20,257.132,257.182,257.213,0.08100000000001728
4,21,267.76800000000003,267.83299999999997,267.928,0.15999999999996817
4,22,277.072,277.137,277.19,0.117999999999995
4,23,287.78,287.831,287.899,0.1190000000000282
4,24,297.049,297.091,297.171,0.1220000000000141
4,25,307.52,307.585,307.672,0.15200000000004366
4,26,317.112,317.203,317.252,0.13999999999998636
5,0,75.059,75.147,75.288,0.2289999999999992
5,1,84.652,84.733,84.855,0.20300000000000296
5,2,94.961,95.09700000000001,95.24000000000001,0.2790000000000106
5,3,104.783,104.904,105.064,0.2809999999999917
5,4,114.714,114.818,114.932,0.21800000000000352
5,5,123.823,123.968,124.111,0.2880000000000109
5,6,134.043,134.131,134.292,0.24899999999999523
5,7,144.273,144.426,144.539,0.26599999999999113
5,8,153.374,153.514,153.68099999999998,0.30699999999998795
5,9,163.538,163.668,163.808,0.2699999999999818
5,10,174.128,174.264,174.446,0.31800000000001205
5,11,184.761,184.863,184.995,0.23400000000000887
5,12,195.316,195.484,195.611,0.2949999999999875
5,13,204.317,204.433,204.61,0.29300000000000637
5,14,214.076,214.192,214.345,0.26900000000000546
5,15,224.197,224.367,224.492,0.2949999999999875
5,16,234.43200000000002,234.624,234.719,0.2869999999999777
5,17,245.429,245.594,245.75,0.32099999999999795
5,18,254.754,254.852,255.02,0.26600000000001955
5,19,265.752,265.884,265.981,0.228999999999985
5,20,276.381,276.584,276.774,0.3930000000000291
5,21,286.854,286.986,287.108,0.2540000000000191
5,22,296.197,296.324,296.429,0.2319999999999709
5,23,306.245,306.365,306.499,0.2540000000000191
5,24,315.713,315.816,315.941,0.2279999999999518
6,0,29.347,29.352,29.378,0.030999999999998806
6,1,38.942,38.966,38.995,0.05299999999999727
6,2,49.045,49.05,49.056,0.01099999999999568
6,3,58.447,58.473,58.509,0.06199999999999761
6,4,67.522,67.559,67.599,0.07699999999999818
6,5,78.114,78.137,78.145,0.0309999999999917
6,6,87.887,87.908,87.914,0.027000000000001023
6,7,97.658,97.702,97.738,0.0799999999999983
6,8,107.406,107.43,107.445,0.03899999999998727
6,9,117.97,118.00999999999999,118.04599999999999,0.0759999999999934
6,10,127.087,127.094,127.127,0.03999999999999204
6,11,136.135,136.166,136.174,0.03900000000001569
6,12,146.206,146.25,146.29,0.08400000000000318
6,13,156.185,156.202,156.233,0.04800000000000182
6,14,166.337,166.382,166.402,0.06499999999999773
6,15,175.775,175.78300000000002,175.801,0.025999999999982037
6,16,185.183,185.216,185.226,0.043000000000006366
6,17,195.365,195.375,195.416,0.05099999999998772
6,18,205.311,205.32,205.326,0.014999999999986358
6,19,215.676,215.712,215.71800000000002,0.04200000000003001
6,20,226.14,226.164,226.201,0.06100000000000705
6,21,235.337,235.345,235.359,0.02200000000001978
6,22,245.686,245.738,245.768,0.08199999999999363
6,23,255.527,255.555,255.586,0.05900000000002592
6,24,265.85,265.92,265.949,0.09899999999998954
6,25,275.433,275.445,275.451,0.018000000000029104
6,26,285.003,285.01800000000003,285.034,0.03100000000000591
6,27,295.718,295.729,295.738,0.01999999999998181
6,28,306.586,306.614,306.622,0.036000000000001364
6,29,317.192,317.224,317.285,0.09300000000001774
7,0,73.057,73.163,73.247,0.18999999999999773
7,1,83.134,83.305,83.407,0.27299999999999613
7,2,93.67,93.755,93.92,0.25
7,3,102.707,102.814,102.88499999999999,0.17799999999999727
7,4,112.056,112.15,112.26599999999999,0.20999999999999375
7,5,121.383,121.475,121.583,0.20000000000000284
7,6,131.832,131.91,132.0,0.16800000000000637
7,7,142.288,142.398,142.461,0.17300000000000182
7,8,151.898,152.035,152.128,0.22999999999998977
7,9,162.823,162.987,163.21,0.38700000000000045
7,10,172.887,172.989,173.099,0.21199999999998909
7,11,182.465,182.586,182.669,0.20400000000000773
7,12,192.818,192.894,192.956,0.1379999999999768
7,13,203.147,203.207,203.326,0.17900000000000205
7,14,213.221,213.315,213.442,0.22100000000000364
7,15,222.289,222.438,222.535,0.24600000000000932
7,16,232.424,232.559,232.652,0.22799999999998022
7,17,242.991,243.077,243.166,0.17499999999998295
7,18,253.101,253.177,253.316,0.2150000000000034
7,19,263.241,263.379,263.49,0.24900000000002365
7,20,273.945,274.002,274.116,0.17099999999999227
7,21,284.14,284.251,284.371,0.23099999999999454
7,22,295.019,295.148,295.28499999999997,0.2659999999999627
7,23,305.561,305.741,305.86,0.299000000000035
7,24,315.261,315.351,315.47,0.20900000000000318
8,0,35.294,35.367,35.435,0.14100000000000534
8,1,44.318,44.371,44.43,0.11200000000000188
8,2,54.881,54.947,54.986,0.10499999999999687
8,3,65.625,65.671,65.717,0.09199999999999875
8,4,76.288,76.363,76.419,0.13100000000000023
8,5,86.855,86.91499999999999,86.97,0.11499999999999488
8,6,97.604,97.643,97.69800000000001,0.0940000000000083
8,7,108.533,108.60499999999999,108.699,0.16599999999999682
8,8,118.997,119.053,119.116,0.11899999999999977
8,9,129.001,129.029,129.041,0.03999999999999204
8,10,139.859,139.892,139.922,0.06299999999998818
8,11,149.157,149.209,149.27100000000002,0.11400000000000432
8,12,159.723,159.776,159.792,0.0689999999999884
8,13,169.631,169.684,169.745,0.11400000000000432
8,14,179.426,179.469,179.548,0.1220000000000141
8,15,189.327,189.371,189.431,0.10400000000001342
8,16,198.796,198.848,198.89600000000002,0.10000000000002274
8,17,207.865,207.929,207.986,0.1209999999999809
8,18,217.448,217.502,217.523,0.07499999999998863
8,19,227.28,227.31,227.346,0.0660000000000025
8,20,236.814,236.861,236.929,0.1150000000000091
8,21,246.824,246.879,246.921,0.09699999999997999
8,22,256.73199999999997,256.754,256.824,0.09200000000004138
8,23,267.22,267.254,267.269,0.04899999999997817
8,24,276.345,276.414,276.48,0.1349999999999909
8,25,286.631,286.683,286.76,0.1290000000000191
8,26,295.927,296.011,296.05,0.12299999999999045
8,27,306.066,306.135,306.177,0.11100000000004684
8,28,317.021,317.067,317.117,0.09600000000000364
9,0,57.241,57.32,57.402,0.16100000000000136
9,1,66.791,66.883,66.987,0.19599999999999795
9,2,76.52799999999999,76.604,76.664,0.1360000000000099
9,3,87.26,87.376,87.43,0.1700000000000017
9,4,96.396,96.50999999999999,96.59,0.19400000000000261
9,5,105.96000000000001,106.07,106.17,0.20999999999999375
9,6,115.02600000000001,115.131,115.175,0.1489999999999867
9,7,124.303,124.386,124.475,0.17199999999999704
9,8,133.468,133.516,133.59,0.1220000000000141
9,9,143.431,143.481,143.586,0.15500000000000114
9,10,153.469,153.536,153.607,0.13800000000000523
9,11,162.79399999999998,162.878,163.152,0.3580000000000041
9,12,173.376,173.43099999999998,173.486,0.10999999999998522
9,13,183.967,184.058,184.155,0.18799999999998818
9,14,193.712,193.789,193.872,0.160000000000025
9,15,203.0,203.042,203.123,0.12299999999999045
9,16,213.029,213.11599999999999,213.167,0.13800000000000523
9,17,223.748,223.855,223.917,0.16900000000001114
9,18,232.84300000000002,232.911,232.971,0.1279999999999859
9,19,242.459,242.515,242.577,0.117999999999995
9,20,252.65,252.688,252.732,0.08199999999999363
9,21,262.536,262.622,262.713,0.17700000000002092
9,22,272.513,272.592,272.637,0.12400000000002365
9,23,282.364,282.425,282.49,0.1260000000000332
